y,y_erro,x,Erro_x
0.00338,0.00008,0.0,0.015384615384615387
0.00291,0.00006,-2.21,0.0140625
0.00298,0.00006,-1.95,0.012062726176115805
0.00304,0.00006,-1.67,0.009074410163339383
0.00310,0.00007,-1.34,0.013071895424836603
0.00314,0.00007,-1.18,0.011111111111111113
0.00318,0.00007,-0.98,0.009132420091324202
0.00324,0.00007,-0.78,0.011252813203300824
0.00328,0.00007,-0.58,0.009146341463414635
0.00331,0.00008,-0.47,0.008183306055646482
0.00334,0.00008,-0.30,0.018390804597701153
